county,fips,year,sex,All,mage_bothsexes,age04,age59,age1014,age1519,age2024,age2529,age3034,age3539,age4044,age4549,age5054,age5559,age6064,age6569,age7074,age7579,age8084,age8589,age9094,age9599,age100104,source
Alpine County,6003,1994,w,533.0886145,,35.97678959,44.38131136,50.75589977,27.55382385,27.33316751,36.29699787,45.27621912,57.64506778,46.95144303,46.20906287,23.31427344,33.61348626,21.44467623,11.54757939,10.82402227,5.336483156,6.005426799,0.936288905,1.539761985,0.118784586,0.028048802,"Source: California Department of Finance, Demographic Research Unit, Annual Intercensal Estimates, accessed March 2020"
Amador County,6005,1994,m,18505.47224,39.51018845,865.803808,978.7089876,1363.45589,927.9739162,1251.716512,1518.761155,1723.022816,1675.784024,1533.909108,1335.349069,1023.424741,860.3909106,816.1678273,893.1730338,754.3503471,526.1650667,265.270533,132.0284721,52.00489953,7.687613768,0.323509588,"Source: California Department of Finance, Demographic Research Unit, Annual Intercensal Estimates, accessed March 2020"
Amador County,6005,1994,w,14685.52776,,829.8524959,922.2230462,855.6384321,617.2398777,578.4872173,632.152008,1023.306517,1108.832754,1241.661316,1161.032155,941.8917799,898.4992179,819.6240624,934.264778,849.5740005,554.4980471,384.5200953,213.9655286,96.82393496,18.57848984,2.862006074,"Source: California Department of Finance, Demographic Research Unit, Annual Intercensal Estimates, accessed March 2020"
Butte County,6007,1994,m,95685.61495,34.14820182,7010.688277,7313.118108,8156.250816,7701.607857,6861.582741,7583.265988,6666.952986,6889.733694,6816.257564,5964.6842,4345.535415,3565.035091,3405.50748,3726.509803,3786.180143,2890.337483,1772.131544,833.2984968,347.4518832,46.03067768,3.454697018,"Source: California Department of Finance, Demographic Research Unit, Annual Intercensal Estimates, accessed March 2020"
Butte County,6007,1994,w,99641.38505,,6534.855241,6821.014712,7946.50396,7108.105316,6548.868257,7009.547899,6717.859588,7318.414963,7054.891447,5992.554629,4634.346267,4010.884019,3940.733559,4650.004902,4788.351444,3823.41031,2582.576868,1386.55907,645.04981,114.2013834,12.65141028,"Source: California Department of Finance, Demographic Research Unit, Annual Intercensal Estimates, accessed March 2020"
Calaveras County,6009,1994,m,18638.12434,41.24449556,1140.324631,1450.984035,1330.446401,967.7619877,836.8489973,768.2726757,1139.993408,1461.937012,1591.287425,1489.104865,1235.579481,1156.596418,1097.92338,1015.797722,865.7954361,589.5238995,322.3500076,133.0013935,38.56382348,5.613422264,0.417917881,"Source: California Department of Finance, Demographic Research Unit, Annual Intercensal Estimates, accessed March 2020"
Calaveras County,6009,1994,w,18970.87566,,1136.206714,1332.231912,1139.978245,882.3282111,766.3831556,784.5233984,1270.648294,1585.291596,1648.102742,1495.397015,1289.684724,1188.971365,1051.690002,1070.62496,876.411867,670.3692307,445.3868566,214.1534983,103.3075742,16.99013018,2.194171015,"Source: California Department of Finance, Demographic Research Unit, Annual Intercensal Estimates, accessed March 2020"
Colusa County,6011,1994,m,8980.393201,31.63553215,803.7739215,804.7418286,877.8539315,679.9208834,671.2716982,594.8596038,645.9776503,705.0659899,647.4727835,524.2698894,406.3808421,357.0971143,308.6425672,293.3516668,242.1096298,204.9337365,128.7414338,56.405848,24.52347962,2.639037229,0.359665725,"Source: California Department of Finance, Demographic Research Unit, Annual Intercensal Estimates, accessed March 2020"
Colusa County,6011,1994,w,8576.606799,,779.1652392,744.1375742,741.5013258,625.9125283,525.7517228,538.8108847,591.6729967,701.5558879,568.8768283,479.0572345,392.0352872,318.1849058,325.1287622,331.1006869,314.1034464,247.9749657,206.6504909,100.1108162,36.29252465,8.174829372,0.407861076,"Source: California Department of Finance, Demographic Research Unit, Annual Intercensal Estimates, accessed March 2020"
Contra Costa County,6013,1994,m,422917.1671,34.52176561,35107.32135,33909.94046,30469.55507,26126.81164,28576.86503,31366.13896,37485.64736,38030.23372,35072.76593,31911.25885,23956.10687,17847.52378,14513.4728,12832.08015,11144.42526,7324.006603,4341.37735,2009.129538,770.6796812,113.6113265,8.2153953,"Source: California Department of Finance, Demographic Research Unit, Annual Intercensal Estimates, accessed March 2020"
Contra Costa County,6013,1994,w,442637.8329,,33510.42573,32104.41753,28607.45118,25098.90771,27645.23998,31533.57697,38996.26206,39405.98584,37127.4457,33808.52269,24713.29332,18678.18118,16042.72475,15742.30391,14659.3923,10694.44175,7657.143705,4273.768767,1943.310086,361.8771353,33.16057332,"Source: California Department of Finance, Demographic Research Unit, Annual Intercensal Estimates, accessed March 2020"
Del Norte County,6015,1994,m,15439.96613,33.36297759,1019.186008,1139.885815,1118.529568,1057.586506,1215.757485,1467.775664,1733.470218,1443.282514,1140.76511,893.8957461,654.0746158,494.1101678,496.830315,481.199479,432.225078,313.5631005,226.0319628,85.12105404,22.70762859,3.706482153,0.261618279,"Source: California Department of Finance, Demographic Research Unit, Annual Intercensal Estimates, accessed March 2020"
Del Norte County,6015,1994,w,12384.03387,,938.6327022,1041.379606,1011.773174,726.5734333,634.3789896,720.2659851,964.0681457,1045.576385,905.7884008,765.9738133,646.1272156,566.1853233,530.3748761,525.4106015,445.3856457,408.7418635,307.2108749,135.9918854,55.29314141,8.486222414,0.415580763,"Source: California Department of Finance, Demographic Research Unit, Annual Intercensal Estimates, accessed March 2020"
El Dorado County,6017,1994,m,71224.18956,36.52014345,5358.381845,5866.89645,5450.626454,4077.928778,3907.405695,3916.831267,5528.376025,6806.043562,6908.967879,5881.27899,4023.289086,3090.530897,2824.720474,2658.176451,2214.669636,1445.536168,802.5571754,340.5028892,109.2642542,11.22787732,0.977712091,"Source: California Department of Finance, Demographic Research Unit, Annual Intercensal Estimates, accessed March 2020"
El Dorado County,6017,1994,w,71593.81044,,5170.035043,5671.718326,4989.557142,3759.701433,3523.487141,3892.666722,6146.816756,7190.369896,6773.708612,5457.548704,3993.73813,3107.472172,2919.426713,2866.277742,2496.319449,1673.861133,1104.958406,575.4352806,233.3989971,44.06250523,3.25013178,"Source: California Department of Finance, Demographic Research Unit, Annual Intercensal Estimates, accessed March 2020"
Fresno County,6019,1994,m,369428.6934,29.02568503,39959.80081,35206.45394,34217.62358,29831.50127,28774.28121,29343.26607,30268.63984,28271.58757,24931.0991,20520.25903,15243.49077,12008.43426,10598.22465,9829.553357,8631.344389,5640.168757,3588.794292,1757.195809,686.1223134,112.2562528,8.596081571,"Source: California Department of Finance, Demographic Research Unit, Annual Intercensal Estimates, accessed March 2020"
Fresno County,6019,1994,w,371481.3066,,38328.60648,33384.41167,32086.31172,27394.75759,26218.4361,27317.61619,29706.41594,28268.75464,25079.11133,20696.33504,15691.36964,12858.62474,12194.11149,12077.88942,11057.73992,8018.728746,5829.809261,3308.250941,1619.293173,312.831285,31.90132273,"Source: California Department of Finance, Demographic Research Unit, Annual Intercensal Estimates, accessed March 2020"
Glenn County,6021,1994,m,13030.38421,32.74719485,1194.98654,1218.925529,1135.958911,932.9090225,880.1324565,848.6224628,1005.467949,989.4983897,957.9093559,733.8605924,618.8987704,528.9440354,451.2728755,475.6890892,401.6730083,294.9353514,218.4127204,92.69305053,44.74355822,4.654157699,0.196385693,"Source: California Department of Finance, Demographic Research Unit, Annual Intercensal Estimates, accessed March 2020"
Glenn County,6021,1994,w,12894.61579,,1099.304104,1138.666604,1041.867286,869.6464433,785.9690023,767.7974805,950.397982,974.7085803,861.1052807,713.1271385,623.9360615,547.5467585,515.9982316,522.8234362,509.5092619,366.1667944,324.1681623,175.0043248,90.43523857,15.06812401,1.369491923,"Source: California Department of Finance, Demographic Research Unit, Annual Intercensal Estimates, accessed March 2020"
Humboldt County,6023,1994,m,61597.79231,34.13818583,4321.787644,4618.372926,5116.257583,4928.274149,4597.452484,4259.546583,4743.610269,5069.909045,5385.487365,4535.934602,3100.549463,2439.98386,2052.735231,2066.078272,1783.513655,1268.428909,801.4015446,353.9896335,135.8621508,17.0852485,1.531692021,"Source: California Department of Finance, Demographic Research Unit, Annual Intercensal Estimates, accessed March 2020"
Humboldt County,6023,1994,w,62864.20769,,4182.416532,4479.203567,4998.751576,4694.886525,4189.530901,4119.553235,4736.944294,5353.455387,5393.13301,4405.851664,3017.430645,2457.898901,2347.87586,2372.273205,2218.502984,1645.421974,1221.681816,663.0804785,302.8540697,59.57649956,3.884568205,"Source: California Department of Finance, Demographic Research Unit, Annual Intercensal Estimates, accessed March 2020"
Imperial County,6025,1994,m,67950.64821,28.58183265,7299.719842,6258.860993,6262.189286,5845.754721,5683.420635,5224.766993,5499.229726,5201.092624,4325.9935,3324.894123,2514.306116,2297.389888,2207.109225,2141.79031,1695.655709,1065.647201,634.7369892,317.2585284,137.1395793,12.90676837,0.78545213,"Source: California Department of Finance, Demographic Research Unit, Annual Intercensal Estimates, accessed March 2020"
Imperial County,6025,1994,w,65568.35179,,7057.374984,6094.104548,5707.463898,4854.509535,4786.675217,4534.537895,5073.396307,5170.055324,4364.442984,3466.774111,2751.155431,2463.099352,2434.663758,2360.880699,1892.590293,1198.18531,753.5199697,408.5820655,165.808636,28.14220236,2.389271558,"Source: California Department of Finance, Demographic Research Unit, Annual Intercensal Estimates, accessed March 2020"
Inyo County,6027,1994,m,9045.9841,40.10880897,614.3945861,688.6447841,632.5006619,459.9771867,422.0771685,424.543297,615.5076593,767.9918542,801.1251141,674.8314303,537.3443625,485.5523047,450.9996502,472.6244019,402.2106171,291.6665097,186.2640794,82.56617494,30.80999044,4.164932918,0.18733359,"Source: California Department of Finance, Demographic Research Unit, Annual Intercensal Estimates, accessed March 2020"
Inyo County,6027,1994,w,9437.0159,,628.6659171,638.0991059,627.0680231,474.5349316,404.3744704,431.095123,637.4313071,739.010748,799.6934092,655.3924898,541.4962056,452.9492822,504.7457173,537.2531745,482.1071493,370.2980997,245.4992863,163.6009599,85.69905518,16.33988018,1.661565294,"Source: California Department of Finance, Demographic Research Unit, Annual Intercensal Estimates, accessed March 2020"
Kern County,6029,1994,m,311606.7087,29.66949032,32685.13329,29239.30068,27925.90448,24167.12651,23315.43436,24026.64049,27905.44711,26562.5772,21712.96841,16937.07762,13189.08665,10496.06653,9198.180957,8264.464592,6858.600535,4517.723253,2801.424903,1279.957326,456.7302105,61.72845088,5.135184628,"Source: California Department of Finance, Demographic Research Unit, Annual Intercensal Estimates, accessed March 2020"
Kern County,6029,1994,w,300563.2913,,31049.56697,28130.33906,25569.9107,21357.41055,20484.47354,21364.22655,25376.21842,24142.45092,20399.74437,16786.28613,13096.70552,10892.25294,10006.38728,9653.95618,8466.690101,6097.567138,4315.716784,2228.543271,957.0269537,171.7137629,16.10412652,"Source: California Department of Finance, Demographic Research Unit, Annual Intercensal Estimates, accessed March 2020"
Kings County,6031,1994,m,63730.99631,28.43055217,5743.708681,5010.015946,5227.592691,5664.771802,5880.127536,7002.759696,7189.887738,5775.21782,4380.808974,3037.413771,2248.132542,1677.041644,1378.023749,1224.488561,954.8031092,633.9667773,422.6978956,194.9588834,75.50673143,8.484297161,0.587463679,"Source: California Department of Finance, Demographic Research Unit, Annual Intercensal Estimates, accessed March 2020"
Kings County,6031,1994,w,50058.00369,,5395.678362,4702.790366,4409.128887,3866.899971,3603.780347,3941.665969,4379.54544,4007.474243,3169.10169,2644.62075,2065.25924,1690.153645,1519.644753,1379.948136,1166.222839,942.5376223,653.6849571,349.029148,141.7150068,27.59015986,1.532157958,"Source: California Department of Finance, Demographic Research Unit, Annual Intercensal Estimates, accessed March 2020"
Lake County,6033,1994,m,27543.5634,40.40674332,1987.138057,2081.794445,1916.36821,1487.689493,1315.734559,1328.836128,1752.701197,2040.09776,2140.008331,2018.462249,1534.746635,1347.885467,1436.622456,1525.337361,1521.329651,1069.380618,654.4883606,275.326138,94.91314429,13.3398189,1.363317119,"Source: California Department of Finance, Demographic Research Unit, Annual Intercensal Estimates, accessed March 2020"
Lake County,6033,1994,w,28528.4366,,1895.277504,2072.181203,1706.985679,1356.456937,1312.980328,1375.20723,1865.230197,2190.074321,2184.755562,1897.91495,1636.3653,1469.315799,1498.098794,1707.268703,1626.695635,1282.239309,813.1921473,416.006314,191.6409,27.77639558,2.77339664,"Source: California Department of Finance, Demographic Research Unit, Annual Intercensal Estimates, accessed March 2020"
Lassen County,6035,1994,m,17150.13641,32.89435747,952.351551,1016.162676,1203.953435,1450.914618,1548.874955,1830.905676,1941.827206,1591.014117,1418.127902,1090.335888,723.3618622,516.2815332,479.4711737,458.4091346,353.7584748,270.170329,195.7855589,82.30295466,22.36038111,3.587120746,0.179866543,"Source: California Department of Finance, Demographic Research Unit, Annual Intercensal Estimates, accessed March 2020"
Lassen County,6035,1994,w,11545.86359,,846.9897079,924.6638302,874.2276262,705.5705247,678.2549746,684.7594676,881.0590338,960.0208715,965.4848619,809.484106,592.5189821,484.4171385,447.6488249,477.8669608,413.9159901,310.3794842,279.4744819,128.5276206,68.36134867,11.49135443,0.746395059,"Source: California Department of Finance, Demographic Research Unit, Annual Intercensal Estimates, accessed March 2020"
Los Angeles County,6037,1994,m,4509907.555,30.6043677,455179.69,359863.347,336960.9917,327799.1588,389802.3184,419617.0277,426975.0276,384046.4701,317102.7531,256523.808,195565.3338,156480.2639,134048.811,119685.1552,98311.86995,64482.31181,39666.41726,18845.83715,7647.548493,1198.438223,104.9758411,"Source: California Department of Finance, Demographic Research Unit, Annual Intercensal Estimates, accessed March 2020"
Los Angeles County,6037,1994,w,4596581.445,,437227.3345,348224.3592,319726.9293,314710.0722,355940.3348,386553.2136,406984.9875,381552.9371,328065.7507,273297.1896,210443.0501,171026.107,153653.9125,149056.7116,131589.63,95852.03082,68889.18122,39685.84533,19875.71769,3850.727116,375.4231925,"Source: California Department of Finance, Demographic Research Unit, Annual Intercensal Estimates, accessed March 2020"
Madera County,6039,1994,m,52485.03474,31.19059133,5238.793569,4724.610124,4863.399204,4112.680946,3798.173194,3461.436709,3651.524691,3890.959731,3710.850058,3290.448796,2507.414135,2043.302369,1923.516564,1791.320172,1548.568695,948.3154575,571.4947245,287.7376977,107.2716274,11.93198793,1.28428858,"Source: California Department of Finance, Demographic Research Unit, Annual Intercensal Estimates, accessed March 2020"
Madera County,6039,1994,w,55212.96526,,4997.748291,4438.865355,4369.376826,4133.678605,3976.685068,3857.428193,4578.915115,4438.481284,4071.352816,3202.8795,2508.388323,2089.205145,2082.968788,1995.544878,1729.461613,1168.48182,843.6685203,469.5183794,212.1202235,43.3237162,4.872799551,"Source: California Department of Finance, Demographic Research Unit, Annual Intercensal Estimates, accessed March 2020"
Marin County,6041,1994,m,117884.0043,38.9610879,7503.777548,7221.011636,6232.983053,5694.109545,7084.144749,8836.658353,10630.36643,11136.49393,11480.9172,10882.39856,8269.995085,5806.703554,4693.323022,4138.084206,3511.878898,2445.436098,1364.140772,663.7849965,249.5849214,34.44439129,3.767321708,"Source: California Department of Finance, Demographic Research Unit, Annual Intercensal Estimates, accessed March 2020"
